Authors,Source,Title,Year,composition,Ag (at.%),Al (at.%),Au (at.%),Cd (at.%),Co (at.%),Cu (at.%),Fe (at.%),Hf (at.%),Mn (at.%),Nb (at.%),Ni (at.%),Pd (at.%),Pt (at.%),Ru (at.%),Si (at.%),Ta (at.%),Ti (at.%),Zn (at.%),Zr (at.%),Austenite Finish Temperature - AF - (°C),Austenite Start Temperature - AS - (°C),Martensite Finish Temperature - MF - (°C),Martensite Start Temperature - MS - (°C),Cooling Rate (°C/min),Heating Rate (°C/min),Calculated Density (g/cm^3),Thermal transformation span (TSPAN) - (AF-MF) - (°C)
T. Sawaguchi; M. Sato and A. Ishida,Transactions Materials Research Society Japan,High Temperature Shape Memory Effects in Ternary Ti-Ni-X (X= Pd; Zr) Thin Films,2004.0,Ni49.7Ti34.9Zr15.4 %,,,,,,,,,,,49.7,,,,,,34.9,,15.4,,,,,10.0,10.0,,
S. Inoue; N. Sawada and T. Namazu,Vacuum,Effect of Zr content on mechanical properties of Ti–Ni–Zr shape memory alloy films prepared by dc magnetron sputtering,2009.0,Ni48.4Ti33.1Zr18.5 %,,,,,,,,,,,48.4,,,,,,33.1,,18.5,,,,,5.0,5.0,,
H. Y. Kim; M. Mizutani and S. Miyazaki,Acta Materialia,Crystallization process and shape memory properties of Ti–Ni–Zr thin films,2009.0,Ni49.8Ti34.099999999999994Zr16.1 %,,,,,,,,,,,49.8,,,,,,34.1,,16.1,,,,,10.0,10.0,,
C.-S. Chen; P. Yiu; C.-L. Li; J. P. Chu; C.-H. Shek and C.-H. Hsueh,Materials Science and Engineering: A,Effects of annealing on mechanical behavior of Zr–Ti–Ni thin film metallic glasses,2014.0,Ni20.0Ti30.0Zr50.0 %,,,,,,,,,,,20.0,,,,,,30.0,,50.0,,,,,40.0,40.0,,
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,Ni50.3Ti42.7Zr7.0 %,,,,,,,,,,,50.3,,,,,,42.7,,7.0,,,,,10.0,10.0,,
F.C. LEVEY; M.B. CORTIE; L.A. CORNISH,METALLURGICAL AND MATERIALS TRANSACTIONS A,Displacive Transformations in Au-18 Wt Pct Cu-6 Wt Pct Al,2000.0,Au23.5Cu24.2Al52.3 %,,52.3,23.5,,,24.2,,,,,,,,,,,,,,,,,,1.0,1.0,,
Kenji Goto;; Akira Umise; Masaki Tahara; Hideki Hosoda5,Materials Transactions,Compressive Deformation Behavior and Magnetic Susceptibility of Au2CuAl Biomedical Shape Memory Alloys,2019.0,Au30.0Cu45.0Al25.0 %,,25.0,30.0,,,45.0,,,,,,,,,,,,,,,,,,10.02,10.02,,
Kenji Goto;; Akira Umise; Masaki Tahara; Hideki Hosoda4,Materials Transactions,Compressive Deformation Behavior and Magnetic Susceptibility of Au2CuAl Biomedical Shape Memory Alloys,2019.0,Au35.0Cu40.0Al25.0 %,,25.0,35.0,,,40.0,,,,,,,,,,,,,,,,,,10.02,10.02,,
Jin Mingjiang; Liu Jiayi; Geng Yonghong; Jin Xuejun,Journal of Alloys and Compounds,Effect of multi-step structural transitions in parent phase on martensitic transformation in Au7.01Cu5.15Al3.77 alloy,2013.0,Au44.0Cu32.3Al23.7 %,,23.7,44.0,,,32.3,,,,,,,,,,,,,,,,,,5.0,5.0,,
Jin Mingjiang; Liu Jiayi; Geng Yonghong; Jin Xuejun,Journal of Alloys and Compounds,Effect of multi-step structural transitions in parent phase on martensitic transformation in Au7.01Cu5.15Al3.77 alloy,2018.0,Au44.0Cu32.3Al23.7 %,,23.7,44.0,,,32.3,,,,,,,,,,,,,,,,,,5.0,5.0,,
Jin Mingjiang; Liu Jiayi; Geng Yonghong; Jin Xuejun,Journal of Alloys and Compounds,Effect of multi-step structural transitions in parent phase on martensitic transformation in Au7.01Cu5.15Al3.77 alloy,2017.0,Au44.0Cu32.3Al23.7 %,,23.7,44.0,,,32.3,,,,,,,,,,,,,,,,,,5.0,5.0,,
Jin Mingjiang; Liu Jiayi; Geng Yonghong; Jin Xuejun,Journal of Alloys and Compounds,Effect of multi-step structural transitions in parent phase on martensitic transformation in Au7.01Cu5.15Al3.77 alloy,2014.0,Au44.0Cu32.3Al23.7 %,,23.7,44.0,,,32.3,,,,,,,,,,,,,,,,,,5.0,5.0,,
Jin Mingjiang; Liu Jiayi; Geng Yonghong; Jin Xuejun,Journal of Alloys and Compounds,Effect of multi-step structural transitions in parent phase on martensitic transformation in Au7.01Cu5.15Al3.77 alloy,2015.0,Au44.0Cu32.3Al23.7 %,,23.7,44.0,,,32.3,,,,,,,,,,,,,,,,,,5.0,5.0,,
Jin Mingjiang; Liu Jiayi; Geng Yonghong; Jin Xuejun,Journal of Alloys and Compounds,Effect of multi-step structural transitions in parent phase on martensitic transformation in Au7.01Cu5.15Al3.77 alloy,2016.0,Au44.0Cu32.3Al23.7 %,,23.7,44.0,,,32.3,,,,,,,,,,,,,,,,,,5.0,5.0,,
S. Urbano; A. Manca; S. Besseghini; G. Airoldi,,Martensite ageing effects in Au7Cu5Al14,2005.0,Au43.3Cu32.2Al24.5 %,,24.5,43.3,,,32.2,,,,,,,,,,,,,,,,,,200.0,50.0,,
L. Wang; L. Rong; D. Yan; Z. Jiang and Y. Li,Intermetallics,DSC study of the reverse martensitic transformation behavior in a shape memory alloy pipe-joint,2005.0,Ni47.0Ti44.0Nb9.0 %,,,,,,,,,,9.0,47.0,,,,,,44.0,,,,,,,10.0,10.0,,
J. E. Massad; T. E. Buchheit and J. T. McLaughlin,,Characterization of shape memory alloys for safety mechanisms,2008.0,Ni46.4Ti45.0Nb8.6 %,,,,,,,,,,8.6,46.4,,,,,,45.0,,,,,,,2.0,2.0,,
D. Jiang; L. Cui; Y. Zheng and X. Jiang,Journal of materials engineering and performance,Effects of thermal cycling on the temperature memory effect of TiNiNb alloy,2010.0,Ni17.0Ti48.0Nb35.0 %,,,,,,,,,,35.0,17.0,,,,,,48.0,,,,,,,10.0,10.0,,
W. Pilarczyk; R. Nowosielski; A. Pilarczyk and P. Sakiewicz,Archives of Materials Science and Engineering,A production attempt of Ni50Ti50 and Ni52Ti41Nb7 alloys by mechanical alloying method,2011.0,Ni52.0Ti41.0Nb7.0 %,,,,,,,,,,7.0,52.0,,,,,,41.0,,,,,,,50.0,50.0,,
J. Jiang; L. Cui; Y. Zheng; D. Jiang; Z. Liu and K. Zhao,Materials Science and Engineering: A,Negative thermal expansion arrest point memory effect in TiNi shape memory alloy and NbTi/TiNi composite,2012.0,Ni47.0Ti44.0Nb9.0 %,,,,,,,,,,9.0,47.0,,,,,,44.0,,,,,,,0.3125,0.3125,,
R. Kainuma; H. Ohtani and K. Ishida,Metallurgical and Materials Transactions A,Effect of alloying elements on martensitic transformation in the binary NiAl(β) phase alloys,1996.0,Ni63.9Al36.1 %,,36.1,,,,,,,,,63.9,,,,,,,,,,,,,10.0,10.0,,
R. Kainuma; H. Ohtani and K. Ishida,Metallurgical and Materials Transactions A,Effect of alloying elements on martensitic transformation in the binary NiAl(β) phase alloys,1996.0,Ni63.6Al36.4 %,,36.4,,,,,,,,,63.6,,,,,,,,,,,,,10.0,10.0,,
R. Kainuma; H. Ohtani and K. Ishida,Metallurgical and Materials Transactions A,Effect of alloying elements on martensitic transformation in the binary NiAl(β) phase alloys,1996.0,Ni63.0Al37.0 %,,37.0,,,,,,,,,63.0,,,,,,,,,,,,,10.0,10.0,,
R. Kainuma; H. Ohtani and K. Ishida,Metallurgical and Materials Transactions A,Effect of alloying elements on martensitic transformation in the binary NiAl(β) phase alloys,1996.0,Ni62.5Al37.5 %,,37.5,,,,,,,,,62.5,,,,,,,,,,,,,10.0,10.0,,
S. Kim; M. Kim; M. Oh; T. Hirano and D. Wee,Scripta materialia,Phase transformation and microstructure of NiAl/Ni3Al alloys containing Ti,2003.0,Ni69.0Al31.0 %,,31.0,,,,,,,,,69.0,,,,,,,,,,,,,10.0,10.0,,
S. Kim; M. Kim; M. Oh; T. Hirano and D. Wee,Scripta materialia,Phase transformation and microstructure of NiAl/Ni3Al alloys containing Ti,2003.0,Ni68.0Al32.0 %,,32.0,,,,,,,,,68.0,,,,,,,,,,,,,10.0,10.0,,
S. Kim; M. Kim; M. Oh; T. Hirano and D. Wee,Scripta materialia,Phase transformation and microstructure of NiAl/Ni3Al alloys containing Ti,2003.0,Ni67.0Al33.0 %,,33.0,,,,,,,,,67.0,,,,,,,,,,,,,10.0,10.0,,
S. Kim; M. Kim; M. Oh; T. Hirano and D. Wee,Scripta materialia,Phase transformation and microstructure of NiAl/Ni3Al alloys containing Ti,2003.0,Ni66.0Al34.0 %,,34.0,,,,,,,,,66.0,,,,,,,,,,,,,10.0,10.0,,
S. Kim; D. Wee and M. Oh,Metallurgical and Materials Transactions A,Effects of ternary additions on the thermoelastic martensitic transformation of NiAl,2003.0,Ni66.0Al34.0 %,,34.0,,,,,,,,,66.0,,,,,,,,,,,,,10.0,10.0,,
S. Kim; D. Wee and M. Oh,Metallurgical and Materials Transactions A,Effects of ternary additions on the thermoelastic martensitic transformation of NiAl,2003.0,Ni65.0Al35.0 %,,35.0,,,,,,,,,65.0,,,,,,,,,,,,,10.0,10.0,,
H. Y. Kim and S. Miyazaki,Scripta Materialia,Martensitic transformation behavior in Ni–Al and Ni–Al–Re melt-spun ribbons,2004.0,Ni66.0Al34.0 %,,34.0,,,,,,,,,66.0,,,,,,,,,,,,,10.0,10.0,,
H. Y. Kim and S. Miyazaki,Scripta Materialia,Martensitic transformation behavior in Ni–Al and Ni–Al–Re melt-spun ribbons,2004.0,Ni64.8Al35.2 %,,35.2,,,,,,,,,64.8,,,,,,,,,,,,,10.0,10.0,,
A. I. Valiullin; I. I. Kositsyna; S. V. Kositsyn and N. V. Kataeva,Materials Science and Engineering: A,Stabilization of high-temperature shape memory effect in functional Ni–Al–Co martensitic alloys,2008.0,Ni65.0Al35.0 %,,35.0,,,,,,,,,65.0,,,,,,,,,,,,,5.0,5.0,,
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,Ni40.0Ti50.0Au10.0 %,,,10.0,,,,,,,,40.0,,,,,,50.0,,,,,,,10.0,10.0,,
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,Ni37.0Ti50.0Au13.0 %,,,13.0,,,,,,,,37.0,,,,,,50.0,,,,,,,10.0,10.0,,
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,Ni32.0Ti50.0Au18.0 %,,,18.0,,,,,,,,32.0,,,,,,50.0,,,,,,,10.0,10.0,,
T. Kawamura; R. Tachi; T. Inamura; H. Hosoda; K. Wakashima; K. Hamadac; S. Miyazaki ,Materials Science and Engineering A,Effects of ternary additions on the martensitic transformation of TiAu,2006.0,Ni1.0Ti50.0Au49.0 %,,,49.0,,,,,,,,1.0,,,,,,50.0,,,,,,,10.0,10.0,,
T. Kawamura; R. Tachi; T. Inamura; H. Hosoda; K. Wakashima; K. Hamadac; S. Miyazaki ,Materials Science and Engineering A,Effects of ternary additions on the martensitic transformation of TiAu,2006.0,Ni3.0Ti50.0Au47.0 %,,,47.0,,,,,,,,3.0,,,,,,50.0,,,,,,,10.0,10.0,,
S. Besseghini; F. Passaretti; E. Villa; P. Fabbro; F. Ricciardi,Gold Bulletin,Gold with martensitic transformation: which opportunities?,2007.0,Ni33.0Ti29.0Au38.0 %,,,38.0,,,,,,,,33.0,,,,,,29.0,,,,,,,5.0,5.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni25.099999999999994Ti51.5Cu23.4 %,,,,,,23.4,,,,,25.1,,,,,,51.5,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni33.0Ti51.5Cu15.5 %,,,,,,15.5,,,,,33.0,,,,,,51.5,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni30.099999999999994Ti50.0Cu19.9 %,,,,,,19.9,,,,,30.1,,,,,,50.0,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni27.5Ti51.5Cu21.0 %,,,,,,21.0,,,,,27.5,,,,,,51.5,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni20.900000000000006Ti51.5Cu27.6 %,,,,,,27.6,,,,,20.9,,,,,,51.5,,,,,,,10.0,10.0,,
A. Terayama and H. Kyogoku,Materials Science and Engineering: A,Shape memory characteristics of the P/M-processed Ti–Ni–Cu alloys,2010.0,Ni35.2Ti49.8Cu15.0 %,,,,,,15.0,,,,,35.2,,,,,,49.8,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni28.400000000000006Ti48.5Cu23.1 %,,,,,,23.1,,,,,28.4,,,,,,48.5,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni23.799999999999997Ti48.5Cu27.7 %,,,,,,27.7,,,,,23.8,,,,,,48.5,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni15.299999999999997Ti51.5Cu33.2 %,,,,,,33.2,,,,,15.3,,,,,,51.5,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni36.8Ti51.5Cu11.7 %,,,,,,11.7,,,,,36.8,,,,,,51.5,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni18.099999999999994Ti48.5Cu33.4 %,,,,,,33.4,,,,,18.1,,,,,,48.5,,,,,,,10.0,10.0,,
A. Terayama and H. Kyogoku,Materials Science and Engineering: A,Shape memory characteristics of the P/M-processed Ti–Ni–Cu alloys,2010.0,Ni40.2Ti49.8Cu10.0 %,,,,,,10.0,,,,,40.2,,,,,,49.8,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni23.099999999999994Ti53.5Cu23.4 %,,,,,,23.4,,,,,23.1,,,,,,53.5,,,,,,,10.0,10.0,,
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,Ni41.2Ti50.8Cu8.0 %,,,,,,8.0,,,,,41.2,,,,,,50.8,,,,,,,10.0,10.0,,
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,Ni41.6Ti50.4Cu8.0 %,,,,,,8.0,,,,,41.6,,,,,,50.4,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni38.5Ti50.0Cu11.5 %,,,,,,11.5,,,,,38.5,,,,,,50.0,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni21.400000000000006Ti55.0Cu23.6 %,,,,,,23.6,,,,,21.4,,,,,,55.0,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni42.1Ti51.5Cu6.4 %,,,,,,6.4,,,,,42.1,,,,,,51.5,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni36.0Ti48.5Cu15.5 %,,,,,,15.5,,,,,36.0,,,,,,48.5,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni11.299999999999997Ti51.5Cu37.2 %,,,,,,37.2,,,,,11.3,,,,,,51.5,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni29.299999999999997Ti55.0Cu15.7 %,,,,,,15.7,,,,,29.3,,,,,,55.0,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni27.599999999999994Ti45.0Cu27.4 %,,,,,,27.4,,,,,27.6,,,,,,45.0,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni30.900000000000006Ti53.5Cu15.6 %,,,,,,15.6,,,,,30.9,,,,,,53.5,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni34.8Ti53.5Cu11.7 %,,,,,,11.7,,,,,34.8,,,,,,53.5,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni31.799999999999997Ti45.0Cu23.2 %,,,,,,23.2,,,,,31.8,,,,,,45.0,,,,,,,10.0,10.0,,
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,Ni41.8Ti50.2Cu8.0 %,,,,,,8.0,,,,,41.8,,,,,,50.2,,,,,,,10.0,10.0,,
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,Ni42.2Ti49.8Cu8.0 %,,,,,,8.0,,,,,42.2,,,,,,49.8,,,,,,,10.0,10.0,,
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,Ni42.7Ti49.3Cu8.0 %,,,,,,8.0,,,,,42.7,,,,,,49.3,,,,,,,10.0,10.0,,
P. Schlossmacher; H. Rosner; A. Shelyakov and A. M. Glezer,Materials Science Forum,Amorphous-Crystalline Microstructures of Heat-Treated; Melt-Spun Ti~ 5~ 0Ni~ 2~ 5Cu~ 2~ 5 Ribbons,2000.0,Ni22.6Ti53.7Cu23.7 %,,,,,,23.7,,,,,22.6,,,,,,53.7,,,,,,,10.0,10.0,,
D. König; P. J. S. Buenconsejo; D. Grochla; S. Hamann; J. Pfetzing-Micklich and A. Ludwig,Acta Materialia,Thickness-dependence of the B2–B19 martensitic transformation in nanoscale shape memory alloy thin films: Zero-hysteresis in 75nm thick Ti51Ni38Cu11 thin films,2012.0,Ni38.0Ti51.0Cu11.0 %,,,,,,11.0,,,,,38.0,,,,,,51.0,,,,,,,5.0,5.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni39.9Ti48.5Cu11.6 %,,,,,,11.6,,,,,39.9,,,,,,48.5,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni33.2Ti55.0Cu11.8 %,,,,,,11.8,,,,,33.2,,,,,,55.0,,,,,,,10.0,10.0,,
S.-w. Kang; Y.-h. Lee; Y.-m. Lim; J.-m. Nam; T.-h. Nam and Y.-w. Kim,Scripta Materialia,Relationship between grain size and martensitic transformation start temperature in a Ti–30Ni–20Cu alloy ribbon,2008.0,Ni30.0Ti50.0Cu20.0 %,,,,,,20.0,,,,,30.0,,,,,,50.0,,,,,,,10.2,10.2,,
Y.-w. Kim; Y.-m. Yun and T.-h. Nam,Materials Science and Engineering: A,The effect of the Melt Spun processing parameters on the solidification structures in Ti–30at.% Ni–20at.% Cu shape memory alloys,2006.0,Ni30.0Ti50.0Cu20.0 %,,,,,,20.0,,,,,30.0,,,,,,50.0,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni39.6Ti45.0Cu15.4 %,,,,,,15.4,,,,,39.6,,,,,,45.0,,,,,,,10.0,10.0,,
P. Schlossmacher; H. Rosner; A. Shelyakov and A. M. Glezer,Materials Science Forum,Amorphous-Crystalline Microstructures of Heat-Treated; Melt-Spun Ti~ 5~ 0Ni~ 2~ 5Cu~ 2~ 5 Ribbons,2000.0,Ni22.5Ti53.7Cu23.8 %,,,,,,23.8,,,,,22.5,,,,,,53.7,,,,,,,10.0,10.0,,
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,Ni45.4Ti48.5Cu6.1 %,,,,,,6.1,,,,,45.4,,,,,,48.5,,,,,,,10.0,10.0,,
P. Schlossmacher; H. Rosner; A. Shelyakov and A. M. Glezer,Materials Science Forum,Amorphous-Crystalline Microstructures of Heat-Treated; Melt-Spun Ti~ 5~ 0Ni~ 2~ 5Cu~ 2~ 5 Ribbons,2000.0,Ni22.8Ti53.3Cu23.9 %,,,,,,23.9,,,,,22.8,,,,,,53.3,,,,,,,10.0,10.0,,
T. H. Nam; T. Saburi; Y. Nakata; K. Shimizu; rsquo and ichi,Materials Transactions,Shape Memory Characteristics and Lattice Deformation in Ti-Ni-Cu Alloys,1990.0,Ni45.0Ti50.0Cu5.0 %,,,,,,5.0,,,,,45.0,,,,,,50.0,,,,,,,10.0,10.0,,
Y. Furuya; M. Matsumoto and T. Masumoto,Materials ReseVARh Society,Material characterization of rapidly solidified Ti-Ni-Cu alloys,1992.0,Ni40.0Ti50.0Cu10.0 %,,,,,,10.0,,,,,40.0,,,,,,50.0,,,,,,,10.0,10.0,,
J. Z. Chen and S. K. Wu,Journal of Non-Crystalline Solids,Crystallization temperature and activation energy of rf-sputtered near-equiatomic TiNi and Ti50Ni40Cu10 thin films,2001.0,Ni40.0Ti50.0Cu10.0 %,,,,,,10.0,,,,,40.0,,,,,,50.0,,,,,,,10.0,10.0,,
P.-Y. Hsu and J.-M. Ting,Thin Solid Films,Growth and characteristics of TiNiCu thin films,2002.0,Ni42.5Ti49.6Cu7.9 %,,,,,,7.9,,,,,42.5,,,,,,49.6,,,,,,,10.0,10.0,,
Y. Zheng; L. Cui and J. Schrooten,Materials Letters,Thermal cycling behaviors of a NiTiCu wire reinforced Kevlar/epoxy composite,2005.0,Ni38.7Ti50.0Cu11.3 %,,,,,,11.3,,,,,38.7,,,,,,50.0,,,,,,,5.0,5.0,,
S.-H. Chang; S.-K. Wu and H. Kimura,Materials Transactions,Crystallization Kinetics of Ti50Ni25Cu25 Melt Spun Amorphous Ribbons,2006.0,Ni25.0Ti50.0Cu25.0 %,,,,,,25.0,,,,,25.0,,,,,,50.0,,,,,,,20.0,20.0,,
S.-H. Chang and S.-K. Wu,Materials Transactions,Inherent internal friction of Ti51Ni39Cu10 shape memory alloy,2007.0,Ni39.0Ti51.0Cu10.0 %,,,,,,10.0,,,,,39.0,,,,,,51.0,,,,,,,10.0,10.0,,
Y. Xu; X. Huang and A. G. Ramirez,Journal of Alloys and Compounds,Crystallization of amorphous NiTiCu thin films,2009.0,Ni48.3Ti50.4Cu1.3 %,,,,,,1.3,,,,,48.3,,,,,,50.4,,,,,,,10.0,10.0,,
A. Ishida and M. Sato,Intermetallics,Microstructures of crystallized Ti51.5Ni48.5−xCux (x=23.4–37.3) thin films,2011.0,Ni25.2Ti51.4Cu23.4 %,,,,,,23.4,,,,,25.2,,,,,,51.4,,,,,,,10.0,10.0,,
A. Ishida and M. Sato,Intermetallics,Microstructures of crystallized Ti51.5Ni48.5−xCux (x=23.4–37.3) thin films,2011.0,Ni21.1Ti51.3Cu27.6 %,,,,,,27.6,,,,,21.1,,,,,,51.3,,,,,,,10.0,10.0,,
A. Ishida and M. Sato,Intermetallics,Microstructures of crystallized Ti51.5Ni48.5−xCux (x=23.4–37.3) thin films,2011.0,Ni15.7Ti51.2Cu33.1 %,,,,,,33.1,,,,,15.7,,,,,,51.2,,,,,,,10.0,10.0,,
A. Ishida and M. Sato,Intermetallics,Microstructures of crystallized Ti51.5Ni48.5−xCux (x=23.4–37.3) thin films,2011.0,Ni11.3Ti51.4Cu37.3 %,,,,,,37.3,,,,,11.3,,,,,,51.4,,,,,,,10.0,10.0,,
P. Gargarella; S. Pauly; K. K. Song; J. Hu; N. S. Barekar; M. Samadi Khoshkhoo; A. Teresiak; H. Wendrock; U. Kühn; C. Ruffing; E. Kerscher and J. Eckert,Acta Materialia,Ti–Cu–Ni shape memory bulk metallic glass composites,2013.0,Ni9.0Ti50.0Cu41.0 %,,,,,,41.0,,,,,9.0,,,,,,50.0,,,,,,,30.0,30.0,,
P. Gargarella; S. Pauly; K. K. Song; J. Hu; N. S. Barekar; M. Samadi Khoshkhoo; A. Teresiak; H. Wendrock; U. Kühn; C. Ruffing; E. Kerscher and J. Eckert,Acta Materialia,Ti–Cu–Ni shape memory bulk metallic glass composites,2013.0,Ni7.0Ti50.0Cu43.0 %,,,,,,43.0,,,,,7.0,,,,,,50.0,,,,,,,30.0,30.0,,
M. Abbasi; A. Kermanpur and R. Emadi,Procedia Materials Science,Effects of Thermo-mechanical Processing on the Mechanical Properties and Shape Recovery of the Nanostructured Ti50Ni45Cu5 Shape Memory Alloy,2015.0,Ni45.0Ti50.0Cu5.0 %,,,,,,5.0,,,,,45.0,,,,,,50.0,,,,,,,10.0,10.0,,
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,Ni35.0Ti50.0Cu15.0 %,,,,,,15.0,,,,,35.0,,,,,,50.0,,,,,,,10.0,10.0,,
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,Ni30.0Ti50.0Cu20.0 %,,,,,,20.0,,,,,30.0,,,,,,50.0,,,,,,,10.0,10.0,,
B. Sarma; K. Ray and V. Balasubramanian,Scripta Metallurgica,On the shape memory effect in a Cu-Al-Ni alloy,1972.0,Cu66.7Al29.6Mn3.7 %,,29.6,,,,66.7,,,3.7,,,,,,,,,,,,,,,200.0,200.0,,
