Authors,Source,Title,Year,Cooling Rate (°C/min),Heating Rate (°C/min),Ni (at.%),composition,Ti (at.%),Cu (at.%)
S.-H. Chang and S.-K. Wu,Materials Transactions,Inherent internal friction of Ti51Ni39Cu10 shape memory alloy,2007.0,10.0,10.0,39.0,Ni39.0Ti51.0Cu10.0 %,51.0,10.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Xu; X. Huang and A. G. Ramirez,Journal of Alloys and Compounds,Crystallization of amorphous NiTiCu thin films,2009.0,10.0,10.0,48.3,Ni48.3Ti50.4Cu1.3 %,50.4,1.3
Y. Xu; X. Huang and A. G. Ramirez,Journal of Alloys and Compounds,Crystallization of amorphous NiTiCu thin films,2009.0,20.0,20.0,48.3,Ni48.3Ti50.4Cu1.3 %,50.4,1.3
Y. Xu; X. Huang and A. G. Ramirez,Journal of Alloys and Compounds,Crystallization of amorphous NiTiCu thin films,2009.0,50.0,50.0,48.3,Ni48.3Ti50.4Cu1.3 %,50.4,1.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
A. Ishida and M. Sato,Intermetallics,Microstructures of crystallized Ti51.5Ni48.5−xCux (x=23.4–37.3) thin films,2011.0,10.0,10.0,25.2,Ni25.2Ti51.4Cu23.4 %,51.4,23.4
A. Ishida and M. Sato,Intermetallics,Microstructures of crystallized Ti51.5Ni48.5−xCux (x=23.4–37.3) thin films,2011.0,10.0,10.0,21.1,Ni21.1Ti51.3Cu27.6 %,51.3,27.6
A. Ishida and M. Sato,Intermetallics,Microstructures of crystallized Ti51.5Ni48.5−xCux (x=23.4–37.3) thin films,2011.0,10.0,10.0,15.7,Ni15.7Ti51.2Cu33.1 %,51.2,33.1
A. Ishida and M. Sato,Intermetallics,Microstructures of crystallized Ti51.5Ni48.5−xCux (x=23.4–37.3) thin films,2011.0,10.0,10.0,11.3,Ni11.3Ti51.4Cu37.3 %,51.4,37.3
P. Gargarella; S. Pauly; K. K. Song; J. Hu; N. S. Barekar; M. Samadi Khoshkhoo; A. Teresiak; H. Wendrock; U. Kühn; C. Ruffing; E. Kerscher and J. Eckert,Acta Materialia,Ti–Cu–Ni shape memory bulk metallic glass composites,2013.0,30.0,30.0,9.0,Ni9.0Ti50.0Cu41.0 %,50.0,41.0
P. Gargarella; S. Pauly; K. K. Song; J. Hu; N. S. Barekar; M. Samadi Khoshkhoo; A. Teresiak; H. Wendrock; U. Kühn; C. Ruffing; E. Kerscher and J. Eckert,Acta Materialia,Ti–Cu–Ni shape memory bulk metallic glass composites,2013.0,30.0,30.0,9.0,Ni9.0Ti50.0Cu41.0 %,50.0,41.0
P. Gargarella; S. Pauly; K. K. Song; J. Hu; N. S. Barekar; M. Samadi Khoshkhoo; A. Teresiak; H. Wendrock; U. Kühn; C. Ruffing; E. Kerscher and J. Eckert,Acta Materialia,Ti–Cu–Ni shape memory bulk metallic glass composites,2013.0,30.0,30.0,7.0,Ni7.0Ti50.0Cu43.0 %,50.0,43.0
P. Gargarella; S. Pauly; K. K. Song; J. Hu; N. S. Barekar; M. Samadi Khoshkhoo; A. Teresiak; H. Wendrock; U. Kühn; C. Ruffing; E. Kerscher and J. Eckert,Acta Materialia,Ti–Cu–Ni shape memory bulk metallic glass composites,2013.0,30.0,30.0,7.0,Ni7.0Ti50.0Cu43.0 %,50.0,43.0
G. Pan; C. Balagna; L. Martino; J. Pan and S. Spriano,Journal of Alloys and Compounds,Microstructure and transformation temperatures in rapid solidified Ni–Ti alloys. Part II: The effect of copper addition,2014.0,10.0,10.0,46.0,Ni46.0Ti49.0Cu5.0 %,49.0,5.0
M. Abbasi; A. Kermanpur and R. Emadi,Procedia Materials Science,Effects of Thermo-mechanical Processing on the Mechanical Properties and Shape Recovery of the Nanostructured Ti50Ni45Cu5 Shape Memory Alloy,2015.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
M. Abbasi; A. Kermanpur and R. Emadi,Procedia Materials Science,Effects of Thermo-mechanical Processing on the Mechanical Properties and Shape Recovery of the Nanostructured Ti50Ni45Cu5 Shape Memory Alloy,2015.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
